osmid,y,x,highway,ref,street_count,junction,railway,geometry
37625088,39.2530633,-76.688668,,,3,,,POINT (-76.688668 39.2530633)
37625096,39.2517129,-76.6885951,,,4,,,POINT (-76.6885951 39.2517129)
37625109,39.2501056,-76.6884736,,,4,,,POINT (-76.6884736 39.2501056)
37625110,39.2492531,-76.6880362,traffic_signals,,4,,,POINT (-76.6880362 39.2492531)
37625130,39.407075,-76.539182,,,3,,,POINT (-76.539182 39.407075)
37625152,39.407495,-76.5408185,turning_circle,,1,,,POINT (-76.5408185 39.407495)
37625158,39.4145044,-76.4774271,,,3,,,POINT (-76.4774271 39.4145044)
37625193,39.35854,-76.472117,,,3,,,POINT (-76.472117 39.35854)
37625194,39.361244,-76.470264,,,3,,,POINT (-76.470264 39.361244)
37625195,39.361752,-76.469935,,,3,,,POINT (-76.469935 39.361752)
37625206,39.3236855,-76.5115976,,,1,,,POINT (-76.5115976 39.3236855)
37625208,39.324207,-76.510814,,,3,,,POINT (-76.510814 39.324207)
37625214,39.3723931,-76.7240281,,,3,,,POINT (-76.7240281 39.3723931)
37625229,39.2914483,-76.720587,,,4,,,POINT (-76.720587 39.2914483)
37625239,39.2924343,-76.7214735,,,3,,,POINT (-76.7214735 39.2924343)
37625264,39.2952709,-76.7200224,stop,,4,,,POINT (-76.7200224 39.2952709)
37625265,39.2968557,-76.7178056,,,3,,,POINT (-76.7178056 39.2968557)
37625271,39.297769,-76.716498,,,3,,,POINT (-76.716498 39.297769)
37625275,39.2981073,-76.7155767,stop,,4,,,POINT (-76.7155767 39.2981073)
37625285,39.2987446,-76.7134228,,,4,,,POINT (-76.7134228 39.2987446)
37625303,39.4697694,-76.8297063,traffic_signals,,3,,,POINT (-76.8297063 39.4697694)
37625313,39.4755043,-76.8290133,traffic_signals,,4,,,POINT (-76.8290133 39.4755043)
37625318,39.4761403,-76.8289429,,,3,,,POINT (-76.8289429 39.4761403)
37625376,39.493455,-76.8307637,,,3,,,POINT (-76.8307637 39.493455)
37625398,39.5056776,-76.834198,,,3,,,POINT (-76.834198 39.5056776)
37625418,39.2286877,-76.4490902,,,3,,,POINT (-76.4490902 39.2286877)
37625434,39.2290212,-76.4488193,,,3,,,POINT (-76.4488193 39.2290212)
37625435,39.2395191,-76.5064338,,,3,,,POINT (-76.5064338 39.2395191)
37625467,39.2398433,-76.5033643,,,3,,,POINT (-76.5033643 39.2398433)
37625475,39.3058138,-76.7628378,,,4,,,POINT (-76.7628378 39.3058138)
37625476,39.3057404,-76.7642455,,,3,,,POINT (-76.7642455 39.3057404)
37625479,39.3056044,-76.7656537,,,3,,,POINT (-76.7656537 39.3056044)
37625485,39.3051084,-76.7706225,,,3,,,POINT (-76.7706225 39.3051084)
37625494,39.3049693,-76.7614037,,,3,,,POINT (-76.7614037 39.3049693)
37625499,39.3488618,-76.7624659,,,3,,,POINT (-76.7624659 39.3488618)
37625529,39.3129033,-76.5239315,,,3,,,POINT (-76.5239315 39.3129033)
37625545,39.3824286,-76.5425253,turning_circle,,1,,,POINT (-76.5425253 39.3824286)
37625554,39.3827256,-76.5420963,,,3,,,POINT (-76.5420963 39.3827256)
37625562,39.574882,-76.656777,,,3,,,POINT (-76.656777 39.574882)
37625677,39.579569,-76.6369981,,,3,,,POINT (-76.6369981 39.579569)
37625749,39.5817218,-76.6279491,,,3,,,POINT (-76.6279491 39.5817218)
37625768,39.4099684,-76.5272278,,,3,,,POINT (-76.5272278 39.4099684)
37625769,39.4096294,-76.5269295,,,1,,,POINT (-76.5269295 39.4096294)
37625770,39.4653719,-76.8052119,,,3,,,POINT (-76.8052119 39.4653719)
37625772,39.4652308,-76.8060945,,,3,,,POINT (-76.8060945 39.4652308)
37625781,39.4650006,-76.8069397,turning_circle,,1,,,POINT (-76.8069397 39.4650006)
37625819,39.32889,-76.7668358,,,3,,,POINT (-76.7668358 39.32889)
37625830,39.3617954,-76.7595751,,,3,,,POINT (-76.7595751 39.3617954)
37625835,39.3628237,-76.7585764,,,3,,,POINT (-76.7585764 39.3628237)
37625837,39.4718898,-76.5419437,,,3,,,POINT (-76.5419437 39.4718898)
37625878,39.4699023,-76.5398372,,,3,,,POINT (-76.5398372 39.4699023)
37625889,39.4702631,-76.5379037,,,3,,,POINT (-76.5379037 39.4702631)
37625905,39.469451,-76.5351317,,,4,,,POINT (-76.5351317 39.469451)
37625915,39.4685731,-76.5298204,,,3,,,POINT (-76.5298204 39.4685731)
37625940,39.4667092,-76.5264512,,,3,,,POINT (-76.5264512 39.4667092)
37625948,39.2602004,-76.5096987,traffic_signals,,4,,,POINT (-76.5096987 39.2602004)
37625949,39.2601408,-76.5095558,traffic_signals,,4,,,POINT (-76.5095558 39.2601408)
37626002,39.2494265,-76.4950817,,,3,,,POINT (-76.4950817 39.2494265)
37626064,39.2362948,-76.4734417,traffic_signals,,4,,,POINT (-76.4734417 39.2362948)
37626071,39.2603167,-76.5096236,traffic_signals,,4,,,POINT (-76.5096236 39.2603167)
37626072,39.2602585,-76.5094642,traffic_signals,,4,,,POINT (-76.5094642 39.2602585)
37626075,39.2596759,-76.5081756,,,3,,,POINT (-76.5081756 39.2596759)
37626150,39.3093121,-76.3693829,,,3,,,POINT (-76.3693829 39.3093121)
37626159,39.398537,-76.6079573,,,4,,,POINT (-76.6079573 39.398537)
37626162,39.3987542,-76.6074891,,,3,,,POINT (-76.6074891 39.3987542)
37626164,39.3998418,-76.6072882,,,3,,,POINT (-76.6072882 39.3998418)
37626168,39.2585079,-76.5267348,,,3,,,POINT (-76.5267348 39.2585079)
37626169,39.2583237,-76.5297198,,,4,,,POINT (-76.5297198 39.2583237)
37626191,39.2585112,-76.5251113,,,3,,,POINT (-76.5251113 39.2585112)
37626193,39.2584089,-76.526725,,,3,,,POINT (-76.526725 39.2584089)
37626244,39.3104837,-76.4972235,,,1,,,POINT (-76.4972235 39.3104837)
37626271,39.2483277,-76.6637277,,,3,,,POINT (-76.6637277 39.2483277)
37626274,39.2472832,-76.6635869,,,4,,,POINT (-76.6635869 39.2472832)
37626279,39.2458372,-76.6634032,,,4,,,POINT (-76.6634032 39.2458372)
37626280,39.2451219,-76.6633097,,,4,,,POINT (-76.6633097 39.2451219)
37626283,39.2443997,-76.6632328,,,4,,,POINT (-76.6632328 39.2443997)
37626288,39.2437153,-76.6631872,,,4,,,POINT (-76.6631872 39.2437153)
37626290,39.2430318,-76.6631282,,,4,,,POINT (-76.6631282 39.2430318)
37626291,39.2423453,-76.6630706,,,4,,,POINT (-76.6630706 39.2423453)
37626293,39.2416702,-76.6630236,,,4,,,POINT (-76.6630236 39.2416702)
37626305,39.4009538,-76.6071226,,,3,,,POINT (-76.6071226 39.4009538)
37626306,39.4020386,-76.6069788,,,4,,,POINT (-76.6069788 39.4020386)
37626351,39.391291,-76.7383744,,,1,,,POINT (-76.7383744 39.391291)
37626354,39.485736,-76.7245459,,,3,,,POINT (-76.7245459 39.485736)
37626367,39.66289,-76.5742009,,,3,,,POINT (-76.5742009 39.66289)
37626466,39.6782055,-76.5749604,,,3,,,POINT (-76.5749604 39.6782055)
37626573,39.6901896,-76.5828952,,,3,,,POINT (-76.5828952 39.6901896)
37626618,39.6933345,-76.5852452,,,3,,,POINT (-76.5852452 39.6933345)
37626636,39.4421728,-76.5203312,,,1,,,POINT (-76.5203312 39.4421728)
37626721,39.4691291,-76.6238814,,,1,,,POINT (-76.6238814 39.4691291)
37626823,39.1988939,-76.4428695,,,1,,,POINT (-76.4428695 39.1988939)
37626845,39.4496713,-76.8027511,,,3,,,POINT (-76.8027511 39.4496713)
37626856,39.4502938,-76.8031238,,,3,,,POINT (-76.8031238 39.4502938)
37626875,39.4516392,-76.8019879,,,3,,,POINT (-76.8019879 39.4516392)
37626884,39.2939997,-76.7700512,,,3,,,POINT (-76.7700512 39.2939997)
37626897,39.2954527,-76.7706828,,,1,,,POINT (-76.7706828 39.2954527)
37626921,39.2659847,-76.6897162,,,4,,,POINT (-76.6897162 39.2659847)
37626923,39.26534,-76.6904391,,,4,,,POINT (-76.6904391 39.26534)
37626927,39.2645976,-76.690431,,,3,,,POINT (-76.690431 39.2645976)
37626933,39.2638074,-76.6904176,,,4,,,POINT (-76.6904176 39.2638074)
37626935,39.2630089,-76.690474,,,3,,,POINT (-76.690474 39.2630089)
37626965,39.2620277,-76.6914691,,,3,,,POINT (-76.6914691 39.2620277)
37626974,39.2307148,-76.693883,,,3,,,POINT (-76.693883 39.2307148)
37626981,39.2310099,-76.6933264,turning_circle,,1,,,POINT (-76.6933264 39.2310099)
37626983,39.43823,-76.490287,,,3,,,POINT (-76.490287 39.43823)
37627050,39.271108,-76.7475327,,,3,,,POINT (-76.7475327 39.271108)
37627051,39.272847,-76.7490092,,,3,,,POINT (-76.7490092 39.272847)
37627053,39.2740462,-76.7500258,,,4,,,POINT (-76.7500258 39.2740462)
37627057,39.2757996,-76.751442,,,3,,,POINT (-76.751442 39.2757996)
37627072,39.3767672,-76.597688,,,3,,,POINT (-76.597688 39.3767672)
37627076,39.3793133,-76.59786,,,3,,,POINT (-76.59786 39.3793133)
37627078,39.3801865,-76.597966,,,3,,,POINT (-76.597966 39.3801865)
37627087,39.3829585,-76.4855188,,,3,,,POINT (-76.4855188 39.3829585)
37627130,39.382313,-76.4837668,,,3,,,POINT (-76.4837668 39.382313)
37627132,39.383065,-76.483305,,,3,,,POINT (-76.483305 39.383065)
37627137,39.3220136,-76.7529662,,,4,,,POINT (-76.7529662 39.3220136)
37627149,39.3227771,-76.7533647,turning_circle,,1,,,POINT (-76.7533647 39.3227771)
37627214,39.330492,-76.46978,,,3,,,POINT (-76.46978 39.330492)
37627215,39.3315562,-76.469271,,,3,,,POINT (-76.469271 39.3315562)
37627233,39.333568,-76.4694761,turning_circle,,1,,,POINT (-76.4694761 39.333568)
37627283,39.2465488,-76.6898773,,,3,,,POINT (-76.6898773 39.2465488)
37627308,39.2449348,-76.6902006,,,1,,,POINT (-76.6902006 39.2449348)
37627324,39.319499,-76.43282,,,3,,,POINT (-76.43282 39.319499)
37627329,39.3201554,-76.4318225,,,3,,,POINT (-76.4318225 39.3201554)
37627334,39.3202314,-76.4318775,,,3,,,POINT (-76.4318775 39.3202314)
37627345,39.4543261,-76.632186,,,3,,,POINT (-76.632186 39.4543261)
37627347,39.4550044,-76.6294984,turning_circle,,1,,,POINT (-76.6294984 39.4550044)
37627353,39.3989152,-76.4847212,,,3,,,POINT (-76.4847212 39.3989152)
37627354,39.400018,-76.485034,,,3,,,POINT (-76.485034 39.400018)
37627358,39.4007673,-76.4852845,,,3,,,POINT (-76.4852845 39.4007673)
37627364,39.4018552,-76.4861102,,,3,,,POINT (-76.4861102 39.4018552)
37627378,39.4029476,-76.4863215,,,3,,,POINT (-76.4863215 39.4029476)
37627380,39.403905,-76.48612,,,3,,,POINT (-76.48612 39.403905)
37627383,39.404595,-76.485969,,,3,,,POINT (-76.485969 39.404595)
37627389,39.4074915,-76.4853133,,,3,,,POINT (-76.4853133 39.4074915)
37627391,39.4078971,-76.4852474,,,3,,,POINT (-76.4852474 39.4078971)
37627393,39.4093944,-76.4849988,,,3,,,POINT (-76.4849988 39.4093944)
37627394,39.409504,-76.4849761,,,3,,,POINT (-76.4849761 39.409504)
37627396,39.4106142,-76.4852158,,,3,,,POINT (-76.4852158 39.4106142)
37627405,39.4111743,-76.4847384,,,3,,,POINT (-76.4847384 39.4111743)
37627411,39.4115813,-76.4848006,,,3,,,POINT (-76.4848006 39.4115813)
37627421,39.412448,-76.485208,,,3,,,POINT (-76.485208 39.412448)
37627455,39.4137083,-76.4887469,,,3,,,POINT (-76.4887469 39.4137083)
37627461,39.4135327,-76.4896592,,,3,,,POINT (-76.4896592 39.4135327)
37627470,39.4123387,-76.4917058,,,3,,,POINT (-76.4917058 39.4123387)
37627480,39.4105898,-76.4938839,,,4,,,POINT (-76.4938839 39.4105898)
37627499,39.2739694,-76.4758991,,,1,,,POINT (-76.4758991 39.2739694)
37627503,39.2739008,-76.4754597,,,3,,,POINT (-76.4754597 39.2739008)
37627507,39.2738384,-76.4741819,,,1,,,POINT (-76.4741819 39.2738384)
37627521,39.234093,-76.6944114,,,3,,,POINT (-76.6944114 39.234093)
37627523,39.2339247,-76.6949706,turning_circle,,1,,,POINT (-76.6949706 39.2339247)
37627541,39.340189,-76.455406,,,4,,,POINT (-76.455406 39.340189)
37627612,39.343531,-76.499519,,,3,,,POINT (-76.499519 39.343531)
37627747,39.347349,-76.499682,,,3,,,POINT (-76.499682 39.347349)
37627755,39.347714,-76.500364,,,3,,,POINT (-76.500364 39.347714)
37627818,39.3064045,-76.7631458,turning_circle,,1,,,POINT (-76.7631458 39.3064045)
37627826,39.361835,-76.7615189,,,4,,,POINT (-76.7615189 39.361835)
37627845,39.3627541,-76.7625454,,,1,,,POINT (-76.7625454 39.3627541)
37627879,39.4157681,-76.6390136,,,3,,,POINT (-76.6390136 39.4157681)
37627905,39.2717797,-76.5062081,,,3,,,POINT (-76.5062081 39.2717797)
37627910,39.2308186,-76.4084391,,,3,,,POINT (-76.4084391 39.2308186)
37627911,39.2313352,-76.4074867,,,3,,,POINT (-76.4074867 39.2313352)
37627913,39.2319309,-76.4063776,,,3,,,POINT (-76.4063776 39.2319309)
37627915,39.2324938,-76.4055003,,,3,,,POINT (-76.4055003 39.2324938)
37627919,39.2332035,-76.4047881,,,3,,,POINT (-76.4047881 39.2332035)
37627921,39.2338914,-76.4041069,,,3,,,POINT (-76.4041069 39.2338914)
37627923,39.2346521,-76.4033763,,,3,,,POINT (-76.4033763 39.2346521)
37627925,39.2353725,-76.4026772,,,3,,,POINT (-76.4026772 39.2353725)
37627927,39.2361003,-76.4019703,,,3,,,POINT (-76.4019703 39.2361003)
37627929,39.2368021,-76.4012455,,,3,,,POINT (-76.4012455 39.2368021)
37627937,39.386413,-76.4847877,,,3,,,POINT (-76.4847877 39.386413)
37627938,39.386798,-76.484858,,,1,,,POINT (-76.484858 39.386798)
37627983,39.3976408,-76.6066806,,,1,,,POINT (-76.6066806 39.3976408)
37627984,39.3986926,-76.6065291,,,4,,,POINT (-76.6065291 39.3986926)
37627987,39.3997549,-76.6063364,,,3,,,POINT (-76.6063364 39.3997549)
37627993,39.4806903,-76.6436209,,,3,,,POINT (-76.6436209 39.4806903)
37627995,39.4805412,-76.6451207,,,1,,,POINT (-76.6451207 39.4805412)
37628022,39.3980717,-76.4881173,turning_circle,,1,,,POINT (-76.4881173 39.3980717)
37628051,39.402125,-76.4924418,,,3,,,POINT (-76.4924418 39.402125)
37628060,39.2996269,-76.7723377,,,4,,,POINT (-76.7723377 39.2996269)
37628075,39.4921513,-76.4632145,,,3,,,POINT (-76.4632145 39.4921513)
37628102,39.3461556,-76.3800037,turning_circle,,1,,,POINT (-76.3800037 39.3461556)
37628114,39.345332,-76.379416,,,3,,,POINT (-76.379416 39.345332)
37628141,39.3874956,-76.5031121,,,3,,,POINT (-76.5031121 39.3874956)
37628145,39.3867094,-76.5017919,,,1,,,POINT (-76.5017919 39.3867094)
37628149,39.2841296,-76.7287661,,,3,,,POINT (-76.7287661 39.2841296)
37628156,39.2840435,-76.7304917,,,3,,,POINT (-76.7304917 39.2840435)
37628176,39.4046919,-76.505695,,,1,,,POINT (-76.505695 39.4046919)
37628204,39.406626,-76.5042494,,,3,,,POINT (-76.5042494 39.406626)
37628212,39.2351218,-76.7064647,,,3,,,POINT (-76.7064647 39.2351218)
37628232,39.2359379,-76.7075032,,,1,,,POINT (-76.7075032 39.2359379)
37628280,39.427379,-76.598327,,,3,,,POINT (-76.598327 39.427379)
37628297,39.4295266,-76.6015645,,,3,,,POINT (-76.6015645 39.4295266)
37628312,39.430462,-76.603603,,,3,,,POINT (-76.603603 39.430462)
37628322,39.4321003,-76.6047071,traffic_signals,,4,,,POINT (-76.6047071 39.4321003)
37628332,39.4332919,-76.6049776,,,3,,,POINT (-76.6049776 39.4332919)
37628342,39.4368602,-76.604979,,,4,,,POINT (-76.604979 39.4368602)
37628361,39.4403476,-76.6057662,,,3,,,POINT (-76.6057662 39.4403476)
37628363,39.4412787,-76.605958,,,3,,,POINT (-76.605958 39.4412787)
37628365,39.4426261,-76.6062329,,,4,,,POINT (-76.6062329 39.4426261)
37628381,39.4463182,-76.606992,traffic_signals,,4,,,POINT (-76.606992 39.4463182)
37628387,39.4478166,-76.6072951,,,3,,,POINT (-76.6072951 39.4478166)
37628409,39.4506325,-76.6071864,,,3,,,POINT (-76.6071864 39.4506325)
37628426,39.4536511,-76.605207,,,3,,,POINT (-76.605207 39.4536511)
37628528,39.4691777,-76.6015365,stop,,4,,,POINT (-76.6015365 39.4691777)
37628536,39.4699908,-76.6010628,,,3,,,POINT (-76.6010628 39.4699908)
37628558,39.4719051,-76.6004889,,,3,,,POINT (-76.6004889 39.4719051)
37628570,39.4727281,-76.5998613,,,3,,,POINT (-76.5998613 39.4727281)
37628609,39.4754092,-76.5970992,,,1,,,POINT (-76.5970992 39.4754092)
37628737,39.3675389,-76.8006155,,,3,,,POINT (-76.8006155 39.3675389)
37628757,39.591626,-76.8054232,,,3,,,POINT (-76.8054232 39.591626)
37628823,39.6033594,-76.7934877,,,3,,,POINT (-76.7934877 39.6033594)
37628825,39.286077,-76.508872,,,3,,,POINT (-76.508872 39.286077)
37628836,39.28585,-76.507955,,,3,,,POINT (-76.507955 39.28585)
37628841,39.4353321,-76.7181008,,,3,,,POINT (-76.7181008 39.4353321)
37628867,39.431046,-76.46412,,,1,,,POINT (-76.46412 39.431046)
37628889,39.43139,-76.460527,,,3,,,POINT (-76.460527 39.43139)
37628925,39.4303049,-76.4581903,,,4,,,POINT (-76.4581903 39.4303049)
37628957,39.4312863,-76.4549159,,,3,,,POINT (-76.4549159 39.4312863)
37628966,39.2774141,-76.476476,,,3,,,POINT (-76.476476 39.2774141)
37628967,39.2770849,-76.4758257,,,3,,,POINT (-76.4758257 39.2770849)
37628968,39.2769119,-76.4754462,,,3,,,POINT (-76.4754462 39.2769119)
37628969,39.2766361,-76.4749644,,,3,,,POINT (-76.4749644 39.2766361)
37628970,39.2764757,-76.4747053,,,1,,,POINT (-76.4747053 39.2764757)
37628973,39.2906182,-76.7551126,turning_circle,,1,,,POINT (-76.7551126 39.2906182)
37629005,39.32477,-76.434173,,,3,,,POINT (-76.434173 39.32477)
37629009,39.3241911,-76.4335455,,,3,,,POINT (-76.4335455 39.3241911)
37629035,39.323179,-76.432091,,,3,,,POINT (-76.432091 39.323179)
37629052,39.3228081,-76.4311146,,,3,,,POINT (-76.4311146 39.3228081)
37629064,39.3924457,-76.6911392,,,3,,,POINT (-76.6911392 39.3924457)
37629077,39.3933431,-76.6919998,,,3,,,POINT (-76.6919998 39.3933431)
37629091,39.393198,-76.6929922,,,3,,,POINT (-76.6929922 39.393198)
37629093,39.3929192,-76.6935528,,,1,,,POINT (-76.6935528 39.3929192)
37629101,39.393562,-76.548498,,,3,,,POINT (-76.548498 39.393562)
37629154,39.4671385,-76.8067315,,,1,,,POINT (-76.8067315 39.4671385)
37629156,39.4674951,-76.806917,,,3,,,POINT (-76.806917 39.4674951)
37629167,39.451607,-76.463984,,,3,,,POINT (-76.463984 39.451607)
37629240,39.454859,-76.4659446,,,3,,,POINT (-76.4659446 39.454859)
37629268,39.4100952,-76.4101871,,,3,,,POINT (-76.4101871 39.4100952)
37629274,39.4065234,-76.4038819,,,3,,,POINT (-76.4038819 39.4065234)
37629275,39.4058959,-76.4027648,,,3,,,POINT (-76.4027648 39.4058959)
37629276,39.4055955,-76.4021598,,,3,,,POINT (-76.4021598 39.4055955)
37629277,39.4051692,-76.4011344,,,3,,,POINT (-76.4011344 39.4051692)
37629285,39.3740412,-76.6503287,,,3,,,POINT (-76.6503287 39.3740412)
37629307,39.4325083,-76.695465,,,3,,,POINT (-76.695465 39.4325083)
37629312,39.4336796,-76.6939152,turning_circle,,1,,,POINT (-76.6939152 39.4336796)
37629313,39.2238932,-76.4466963,,,4,,,POINT (-76.4466963 39.2238932)
37629319,39.2234745,-76.4418978,,,3,,,POINT (-76.4418978 39.2234745)
37629321,39.3760981,-76.5048819,,,3,,,POINT (-76.5048819 39.3760981)
37629349,39.3771045,-76.4962197,stop,,3,,,POINT (-76.4962197 39.3771045)
37629408,39.373277,-76.490166,,,3,,,POINT (-76.490166 39.373277)
37629425,39.3724328,-76.4884004,,,3,,,POINT (-76.4884004 39.3724328)
37629468,39.370346,-76.47718,,,4,,,POINT (-76.47718 39.370346)
37629471,39.403482,-76.483895,,,3,,,POINT (-76.483895 39.403482)
37629482,39.4025742,-76.4842357,,,1,,,POINT (-76.4842357 39.4025742)
37629483,39.402572,-76.483324,,,1,,,POINT (-76.483324 39.402572)
37629490,39.3857319,-76.5585331,,,3,,,POINT (-76.5585331 39.3857319)
37629493,39.3858444,-76.5554941,turning_circle,,1,,,POINT (-76.5554941 39.3858444)
37629520,39.4024596,-76.459729,,,4,,,POINT (-76.459729 39.4024596)
37629531,39.403117,-76.45915,,,3,,,POINT (-76.45915 39.403117)
37629533,39.4034657,-76.458728,,,1,,,POINT (-76.458728 39.4034657)
37629639,39.4539209,-76.8227108,,,3,,,POINT (-76.8227108 39.4539209)
37629640,39.454943,-76.8213403,,,3,,,POINT (-76.8213403 39.454943)
37629642,39.4553869,-76.820749,,,3,,,POINT (-76.820749 39.4553869)
37629653,39.4561596,-76.8193464,,,4,,,POINT (-76.8193464 39.4561596)
37629663,39.4564357,-76.8165654,,,3,,,POINT (-76.8165654 39.4564357)
37629682,39.4563606,-76.8126787,,,3,,,POINT (-76.8126787 39.4563606)
37629697,39.4532337,-76.809209,,,3,,,POINT (-76.809209 39.4532337)
37629702,39.4523344,-76.8092852,,,3,,,POINT (-76.8092852 39.4523344)
37629750,39.3732324,-76.6491257,,,3,,,POINT (-76.6491257 39.3732324)
37629789,39.373555,-76.6468276,,,3,,,POINT (-76.6468276 39.373555)
37629793,39.3725193,-76.7830822,,,3,,,POINT (-76.7830822 39.3725193)
37629816,39.3755693,-76.7854734,,,3,,,POINT (-76.7854734 39.3755693)
37629823,39.4345771,-76.6442319,,,3,,,POINT (-76.6442319 39.4345771)
37629860,39.4337208,-76.6425117,,,1,,,POINT (-76.6425117 39.4337208)
37629866,39.4037327,-76.5784626,,,3,,,POINT (-76.5784626 39.4037327)
37629867,39.4029721,-76.5786718,turning_circle,,1,,,POINT (-76.5786718 39.4029721)
37629872,39.3904467,-76.5721749,,,3,,,POINT (-76.5721749 39.3904467)
37629878,39.4253682,-76.6401577,,,3,,,POINT (-76.6401577 39.4253682)
37629901,39.3819805,-76.6082947,,,1,,,POINT (-76.6082947 39.3819805)
37629920,39.3828761,-76.6087871,,,3,,,POINT (-76.6087871 39.3828761)
37629953,39.4033458,-76.5376219,,,3,,,POINT (-76.5376219 39.4033458)
37629960,39.4295126,-76.8232294,,,3,,,POINT (-76.8232294 39.4295126)
37630006,39.4265692,-76.8241015,,,3,,,POINT (-76.8241015 39.4265692)
37630082,39.4704945,-76.7229367,,,1,,,POINT (-76.7229367 39.4704945)
37630109,39.4691157,-76.7245143,,,3,,,POINT (-76.7245143 39.4691157)
37630142,39.4691582,-76.7278844,,,4,,,POINT (-76.7278844 39.4691582)
37630171,39.476843,-76.5997659,,,3,,,POINT (-76.5997659 39.476843)
37630184,39.4779454,-76.6000301,,,3,,,POINT (-76.6000301 39.4779454)
37630196,39.4792414,-76.5999363,,,4,,,POINT (-76.5999363 39.4792414)
37630230,39.3649709,-76.7630631,turning_circle,,1,,,POINT (-76.7630631 39.3649709)
37630232,39.3647324,-76.7636304,,,3,,,POINT (-76.7636304 39.3647324)
37630237,39.345046,-76.497929,,,3,,,POINT (-76.497929 39.345046)
37630264,39.2562187,-76.731494,turning_circle,,1,,,POINT (-76.731494 39.2562187)
37630291,39.2927776,-76.7367976,,,3,,,POINT (-76.7367976 39.2927776)
37630308,39.281092,-76.7453547,,,4,,,POINT (-76.7453547 39.281092)
37630310,39.2811698,-76.7462372,,,3,,,POINT (-76.7462372 39.2811698)
37630316,39.2532642,-76.7450875,,,3,,,POINT (-76.7450875 39.2532642)
37630318,39.2536775,-76.7429551,,,3,,,POINT (-76.7429551 39.2536775)
37630326,39.2536163,-76.7416515,,,3,,,POINT (-76.7416515 39.2536163)
37630330,39.2533364,-76.7409857,,,3,,,POINT (-76.7409857 39.2533364)
37630335,39.252302,-76.7407289,,,3,,,POINT (-76.7407289 39.252302)
37630356,39.257335,-76.464746,,,3,,,POINT (-76.464746 39.257335)
37630369,39.3832609,-76.4863428,,,3,,,POINT (-76.4863428 39.3832609)
37630370,39.3826326,-76.4867286,turning_circle,,1,,,POINT (-76.4867286 39.3826326)
37630371,39.3720983,-76.3585036,,,4,,,POINT (-76.3585036 39.3720983)
37630373,39.3715198,-76.3572819,,,3,,,POINT (-76.3572819 39.3715198)
37630388,39.371301,-76.352677,,,3,,,POINT (-76.352677 39.371301)
37630391,39.36999,-76.346919,,,1,,,POINT (-76.346919 39.36999)
37630393,39.393638,-76.52463,,,3,,,POINT (-76.52463 39.393638)
37630402,39.3939629,-76.5234842,,,2,,,POINT (-76.5234842 39.3939629)
37630407,39.2898159,-76.5158909,,,4,,,POINT (-76.5158909 39.2898159)
37630414,39.2913879,-76.5152053,,,3,,,POINT (-76.5152053 39.2913879)
37630421,39.4451272,-76.4518197,,,1,,,POINT (-76.4518197 39.4451272)
37630487,39.4494837,-76.4417543,,,4,,,POINT (-76.4417543 39.4494837)
37630511,39.2969764,-76.4563838,,,3,,,POINT (-76.4563838 39.2969764)
37630520,39.2628988,-76.6975536,,,4,,,POINT (-76.6975536 39.2628988)
37630552,39.2604825,-76.7023777,,,3,,,POINT (-76.7023777 39.2604825)
37630558,39.2621339,-76.7032099,,,3,,,POINT (-76.7032099 39.2621339)
37630614,39.4415416,-76.6229792,,,4,,,POINT (-76.6229792 39.4415416)
37630640,39.4417166,-76.6192363,,,3,,,POINT (-76.6192363 39.4417166)
37630701,39.3561215,-76.7743258,turning_circle,,1,,,POINT (-76.7743258 39.3561215)
37630727,39.3166388,-76.7287489,traffic_signals,,4,,,POINT (-76.7287489 39.3166388)
37630734,39.3176473,-76.7282983,,,3,,,POINT (-76.7282983 39.3176473)
37630736,39.3180416,-76.7281294,,,3,,,POINT (-76.7281294 39.3180416)
37630738,39.3184701,-76.7279242,,,3,,,POINT (-76.7279242 39.3184701)
37630740,39.3192565,-76.7274052,,,3,,,POINT (-76.7274052 39.3192565)
37630742,39.3193551,-76.7273421,,,3,,,POINT (-76.7273421 39.3193551)
37630744,39.3199879,-76.7269183,,,3,,,POINT (-76.7269183 39.3199879)
37630752,39.3215406,-76.7260818,traffic_signals,,3,,,POINT (-76.7260818 39.3215406)
37630759,39.3216578,-76.7262669,traffic_signals,,5,,,POINT (-76.7262669 39.3216578)
37630769,39.3233385,-76.7243147,,,4,,,POINT (-76.7243147 39.3233385)
37630786,39.3232956,-76.7226396,,,4,,,POINT (-76.7226396 39.3232956)
37630795,39.3235537,-76.7221548,,,3,,,POINT (-76.7221548 39.3235537)
37630803,39.3242449,-76.7208003,,,3,,,POINT (-76.7208003 39.3242449)
37630841,39.3263011,-76.7181181,,,3,,,POINT (-76.7181181 39.3263011)
37630850,39.3259705,-76.7169535,,,3,,,POINT (-76.7169535 39.3259705)
37630852,39.3256402,-76.7162325,,,3,,,POINT (-76.7162325 39.3256402)
37630879,39.3247688,-76.7143671,,,4,,,POINT (-76.7143671 39.3247688)
37630892,39.3248061,-76.7131064,,,4,,,POINT (-76.7131064 39.3248061)
37630911,39.3256457,-76.7121145,,,4,,,POINT (-76.7121145 39.3256457)
37630921,39.3269198,-76.7115744,,,3,,,POINT (-76.7115744 39.3269198)
37631002,39.3257585,-76.7161507,,,3,,,POINT (-76.7161507 39.3257585)
